emp_no,first_name,last_name,title,from_date
211304,Bowen,Hainaut,Staff,1997-01-30
211323,Margo,Collavizza,Senior Staff,1994-06-10
211333,Geoffry,Tetzlaff,Senior Staff,1995-06-04
211350,Deborah,Zeilberger,Staff,1999-11-04
211361,Garnet,Candan,Senior Staff,1992-03-19
211376,Sandeepan,Eiter,Senior Staff,1988-01-09
211389,Feiyu,Muniz,Senior Staff,1994-12-14
211394,Huican,Nicolson,Senior Staff,1997-06-18
211398,Vishwani,Thorensen,Senior Engineer,1992-07-18
211410,Nevin,Pagter,Senior Engineer,1987-04-17
211427,Yechiam,Bala,Senior Staff,1985-02-27
211430,Udo,Gyimothy,Staff,1996-06-16
211433,Fei,Vitiello,Senior Engineer,2001-05-03
211470,Domenico,Lorcy,Senior Staff,1995-12-09
211488,Zita,Awdeh,Senior Engineer,1994-03-31
211492,Arch,Openshaw,Senior Staff,1985-08-12
211494,Jasminko,Melichar,Senior Staff,1995-06-11
211498,Zsolt,Hambrick,Technique Leader,1987-04-25
211507,Yifei,Pelz,Technique Leader,1995-01-09
211510,Abdelkader,Demir,Senior Engineer,1994-08-10
211517,Rance,Schapiro,Senior Staff,1994-06-20
211524,Elgin,Xiaoshan,Senior Staff,1998-12-20
211534,Jianhua,Cardazo,Senior Staff,2001-01-08
211541,Perry,Albarhamtoshy,Senior Engineer,2001-12-28
211559,Macha,Flowers,Technique Leader,1985-12-04
211568,Maha,Escriba,Senior Staff,1993-04-03
211576,Gilbert,Oaver,Staff,1997-02-11
211584,Sangeeta,Jarecki,Senior Engineer,1996-09-05
211589,Temple,Barbanera,Senior Engineer,1997-02-07
211596,Indrajit,Naumovich,Staff,1999-06-20
211599,Heekeun,Picaronny,Engineer,1997-08-24
211618,Tetsurou,Rabehasaina,Senior Engineer,1994-01-03
211644,Menkae,Trogemann,Senior Staff,1998-05-05
211655,Giap,Aingworth,Senior Engineer,1993-12-25
211666,Nechama,Dratva,Senior Engineer,1993-02-16
211668,Sigeru,Jarecki,Senior Engineer,1992-07-24
211680,Teunis,Millington,Senior Staff,1996-04-13
211688,Hidefumi,Kobuchi,Senior Engineer,1993-02-08
211698,Giao,Muniz,Senior Engineer,1997-11-26
211710,Sigeru,Senzako,Engineer,1999-06-21
211716,Roded,Lores,Senior Staff,1995-05-12
211735,Uwe,Busillo,Senior Engineer,1997-06-03
211764,Ziyad,Selenyi,Senior Engineer,1992-09-23
211768,Aron,Avouris,Staff,1996-01-06
211778,Srinidhi,Zallocco,Senior Engineer,1992-02-12
211800,Remzi,Melter,Technique Leader,1986-05-18
211822,Duangkaew,Ellozy,Engineer,1995-07-04
211830,Sandeepan,Grospietsch,Senior Staff,1995-02-17
211837,Billur,Porotnikoff,Senior Engineer,2002-06-28
211841,Zongyan,Arlazarov,Senior Engineer,1990-07-19
211844,Naftali,Heyers,Senior Staff,1996-12-25
211854,Eishiro,Rosar,Engineer,1997-07-15
211859,Gill,Krybus,Engineer,1996-11-07
211872,Hiroyasu,Boudaillier,Senior Staff,1999-05-31
211875,Venkatesan,Azevdeo,Staff,1999-11-27
211897,Perry,Lalonde,Senior Engineer,1994-05-09
211901,Oscar,Birjandi,Senior Engineer,1994-04-07
211925,Christophe,Rodiger,Technique Leader,1986-07-22
211931,Sailaja,Maksimenko,Senior Staff,1993-07-22
211950,Suzette,Conde,Senior Staff,1992-04-17
211963,Giao,Janocha,Senior Engineer,1988-03-07
211975,Chaitali,Rosaz,Senior Engineer,2000-06-07
211978,Ottavia,Ritcey,Technique Leader,1986-01-16
211984,Nimmagadda,Kalefeld,Staff,1998-06-21
211990,Lenore,Farrar,Senior Staff,1996-03-19
211999,Frederique,Demian,Technique Leader,1986-09-30
212009,Shaowen,Boguraev,Senior Engineer,1997-03-03
212040,Bangqing,Lunt,Senior Staff,1991-07-01
212042,Sigeru,Brizzi,Senior Staff,2002-04-09
212050,Manton,Rissland,Senior Staff,1987-07-16
212056,Sangeeta,Perna,Senior Engineer,2000-12-22
212064,Tayeb,Constantine,Senior Staff,1993-01-08
212072,Lorien,Billingsley,Engineer,1996-12-11
212094,Alassane,Schmezko,Senior Staff,2001-02-08
212102,Shahid,Stranks,Senior Engineer,2001-12-04
212112,Radhakrishnan,Fraisse,Senior Staff,1994-01-09
212113,Leucio,Miara,Senior Staff,1996-03-07
212116,Shir,Leivant,Senior Staff,1997-01-19
212117,Gill,Hutter,Senior Staff,1994-11-15
212125,Xuedong,Rossi,Senior Engineer,1998-04-18
212134,Halsur,Kalloufi,Senior Engineer,1991-02-01
212136,IEEE,Muhlberg,Senior Engineer,1995-06-19
212139,Nikolaus,Norsworthy,Senior Staff,1986-08-22
212141,Slavian,Leijenhorst,Senior Staff,1995-07-30
212157,Shrikanth,Binkley,Senior Staff,1991-04-10
212159,Hinrich,Heyers,Senior Staff,1988-06-05
212161,Inderjeet,Lukaszewicz,Senior Engineer,1995-10-04
212168,Licheng,Rathonyi,Assistant Engineer,1996-12-05
212171,Valdiodio,Greibach,Senior Engineer,1985-02-28
212178,Alagu,Lodder,Senior Staff,1994-05-08
212181,Zhiwei,Sundgren,Senior Staff,1990-02-27
212191,Narain,Besancenot,Senior Engineer,1993-12-29
212193,Kendra,Sadowski,Technique Leader,1995-11-27
212205,Golgen,Mungall,Engineer,1995-10-09
212210,Lokesh,Vakili,Senior Staff,1991-05-02
212213,Jaideep,Ozery,Staff,1996-10-11
212219,Yahiko,Solovay,Senior Engineer,1986-09-11
212243,Kwangho,Guenter,Senior Engineer,1996-11-19
212258,Nevin,Menhardt,Technique Leader,1986-09-15
212259,Vishu,Slaats,Senior Staff,1998-08-14
212260,Hsiangchu,Baek,Senior Engineer,1989-07-11
212268,Stamatina,Asser,Senior Engineer,1994-11-30
212291,Persi,Honiden,Senior Engineer,1985-06-01
212295,Shahid,Lukaszewicz,Senior Engineer,1988-10-20
212307,Leni,Kirkerud,Senior Staff,1995-04-06
212309,Ayakannu,Steinauer,Senior Staff,2001-06-05
212333,Parto,Keirsey,Senior Staff,1994-01-28
212334,Franziska,Bellmore,Senior Engineer,1997-10-24
212336,Jacqueline,Litzkow,Senior Staff,1992-12-08
212338,Kamakshi,Leijenhorst,Senior Staff,1993-06-30
212340,Kokou,Erol,Senior Engineer,2001-07-30
212346,Arve,Akaboshi,Engineer,1997-04-14
212348,Gad,Butterworth,Technique Leader,1991-05-28
212355,Ortrun,Lubachevsky,Senior Engineer,1993-07-17
212365,Leon,Champarnaud,Senior Staff,1986-10-25
212367,Khatoun,Krider,Senior Engineer,1999-07-12
212409,Youpyo,Litzkow,Senior Engineer,1995-02-25
212413,Sanjiv,Limongiello,Staff,1999-03-02
212423,Reinhold,Demke,Senior Staff,1996-09-07
212433,Zhensheng,Brodal,Senior Engineer,1990-04-22
212441,Masaru,Ouhyoung,Senior Engineer,1999-09-21
212479,Serge,Feldhoffer,Senior Engineer,1994-06-15
212482,Lubomir,Angiulli,Staff,1998-02-09
212521,Duangkaew,Borstler,Senior Staff,1995-11-17
212522,Amabile,Pavlopoulou,Technique Leader,1992-07-29
212535,Kiyotoshi,Sevcikova,Senior Engineer,1997-05-07
212565,Dulce,Meriste,Senior Engineer,1987-12-17
212567,Marjo,Veeraraghavan,Senior Engineer,1999-01-15
212591,Sigeru,Ravishankar,Senior Staff,1993-08-30
212602,Tua,Chiodo,Senior Engineer,1989-05-19
212618,Haldun,Anido,Senior Staff,1992-01-14
212635,Carrsten,Krichel,Senior Engineer,1990-10-03
212643,Tetsurou,Malinowski,Senior Engineer,1986-08-10
212644,Garnik,Theuretzbacher,Staff,1997-10-20
212653,Geoffrey,Nyrup,Senior Engineer,2002-01-08
212673,Utpal,Mundy,Senior Engineer,1988-01-22
212677,Subbu,Demeyer,Senior Engineer,2001-09-09
212687,Tomoyuki,Brlek,Senior Staff,1999-01-03
212692,Abdulah,Pardalos,Senior Engineer,1995-01-03
212697,Yongmao,Raney,Assistant Engineer,1999-04-27
212699,Aleksander,Bierbaum,Senior Engineer,1997-08-16
212706,Fai,Remmers,Senior Engineer,1986-06-06
212723,Haldon,Nooteboom,Senior Staff,1993-05-21
212726,Frederique,Ramsey,Senior Engineer,1994-01-06
212737,Eckart,Mitchem,Senior Staff,1994-10-17
212742,Gal,Melter,Senior Staff,2002-04-20
212750,Sajjan,Bednarek,Senior Engineer,1997-03-20
212758,Phule,Stasinski,Senior Engineer,1985-04-22
212762,Kauko,Lung,Senior Staff,1995-10-18
212765,Marco,Schaar,Senior Staff,2001-12-28
212780,Yuchang,Asser,Staff,1994-09-09
212796,Troy,Eiron,Senior Staff,1995-07-02
212799,Abdelkader,Falby,Senior Engineer,1995-06-14
212800,Lihong,Hardjono,Senior Staff,1999-05-16
212806,Keiichiro,Papadias,Senior Staff,1999-02-07
212821,Atreye,Vingron,Senior Staff,1997-01-24
212826,Leucio,Malabarba,Senior Staff,1995-03-07
212830,Dines,Lenart,Senior Engineer,1994-12-02
212854,Pranay,Hennings,Technique Leader,1987-12-26
212856,Kayoko,Bach,Senior Engineer,1986-01-07
212876,Stepehn,Simmel,Senior Staff,1988-02-15
212880,Sreekrishna,Hofting,Engineer,1997-09-07
212883,Denis,Hedayat,Senior Staff,1995-10-31
212893,Perla,Conti,Senior Engineer,1997-11-14
212902,Shounak,Speckmann,Staff,1996-12-25
212905,Zhonghui,McClure,Senior Engineer,1994-05-22
212906,Sumant,Menhoudj,Senior Engineer,1988-07-21
212911,Chiranjit,Griswold,Senior Engineer,1993-05-05
212917,Weiye,Cesareni,Senior Engineer,1994-10-08
212940,Nahid,Syrzycki,Engineer,1999-12-12
212946,Kwun,Eiter,Senior Staff,1997-03-28
212950,Udi,Schiettecatte,Engineer,1996-01-04
212969,Tzu,Ecklund,Senior Engineer,1986-09-18
212989,Kasturi,Billawala,Engineer,1999-07-17
212992,Xiong,Ferretti,Engineer,1995-01-14
213001,Pragnesh,Cummings,Engineer,1998-07-12
213006,Gino,Biran,Senior Engineer,1996-05-11
213010,Magy,Lupu,Senior Engineer,1986-09-07
213024,Dipankar,Levasseur,Senior Engineer,1996-07-31
213025,Kinh,Nourani,Senior Staff,1992-10-03
213035,Shuichi,Nitsche,Senior Staff,1998-04-07
213039,Oldrich,Docker,Senior Staff,2000-12-29
213040,Rimon,Coors,Senior Engineer,1990-06-25
213059,Mitchel,Seiwald,Senior Staff,1993-11-11
213061,Zeljko,Leuchs,Senior Staff,1993-09-07
213065,Aris,Zweizig,Senior Staff,1992-10-09
213066,Udi,Skogmar,Senior Engineer,1993-01-24
213069,Sajjad,Mikschl,Staff,1999-10-16
213071,Jacqueline,Demian,Senior Staff,2001-07-10
213073,Huai,Heemskerk,Senior Staff,1995-02-28
213083,Wonhee,Nishimukai,Senior Staff,1993-05-23
213090,Aleksandar,Sudkamp,Senior Staff,2000-03-27
213096,Mandell,Takanami,Senior Staff,1998-08-12
213101,Sajjad,Benveniste,Senior Staff,2002-02-01
213105,Basim,Steenbeek,Senior Engineer,1991-03-11
213126,Maia,Kolvik,Senior Staff,1996-09-06
213144,Patricio,Luon,Senior Staff,1994-08-12
213155,Mayuri,Kermarrec,Staff,1995-03-29
213164,Tadahiko,Maccarone,Senior Engineer,2001-08-12
213174,Muneo,Poupard,Senior Engineer,1992-05-12
213180,Aiman,Heuser,Senior Engineer,1993-09-02
213213,Zongyan,Rodite,Senior Engineer,1992-02-24
213228,Itzchak,Iwayama,Senior Staff,1999-05-28
213237,Radhika,Tagansky,Senior Engineer,1987-09-17
213243,Shay,Marshall,Senior Engineer,1998-06-14
213271,Djenana,Acton,Senior Staff,1999-02-10
213275,Chenxi,Sankaranarayanan,Senior Staff,2000-11-25
213293,Rafols,Streng,Technique Leader,1985-05-17
213305,Takahira,Farris,Staff,1995-06-06
213310,Quingbo,Apsitis,Senior Engineer,2002-01-09
213312,Aron,McFarlan,Technique Leader,1988-02-22
213327,Shiv,Alpin,Senior Engineer,1995-11-19
213339,Zhigen,Slobodova,Senior Engineer,2001-06-06
213342,Randy,Knightly,Senior Engineer,2000-06-18
213353,Diederik,Gecsel,Senior Staff,1995-03-23
213357,Collette,Businaro,Engineer,1997-07-07
213360,Debaprosad,Antonakopoulos,Senior Engineer,1988-10-03
213362,Emdad,Vendrig,Senior Engineer,1986-06-03
213387,Jacopo,England,Senior Engineer,1997-07-13
213393,Hauke,Rossi,Technique Leader,1986-03-10
213401,Branimir,Gulak,Technique Leader,1998-06-13
213407,Gino,Mandell,Senior Staff,1996-11-13
213426,Demin,Lenart,Senior Staff,1991-04-28
213455,Chenye,Lorho,Senior Staff,1991-07-09
213480,Dinah,Srimani,Senior Staff,1994-12-28
213482,Huei,Chaudhury,Senior Staff,1987-11-26
213490,Gino,Bugrara,Engineer,1999-09-23
213491,Sashi,Kaiser,Senior Engineer,1998-06-08
213508,Somnath,Binding,Senior Engineer,1995-11-22
213513,Bluma,Zyda,Senior Engineer,2001-12-05
213525,Kamran,Hellwagner,Senior Staff,1992-10-25
213526,Fox,Srimani,Senior Staff,1994-08-23
213529,Shaibal,Schusler,Senior Engineer,1993-08-25
213558,Vidya,Gunderson,Senior Engineer,1995-03-28
213567,Pasqua,Redmiles,Senior Engineer,1995-09-25
213592,Kwok,Schaaf,Engineer,1995-05-19
213623,Valeri,Hambrick,Senior Engineer,1995-08-31
213631,Yongmin,Beilner,Engineer,1996-01-11
213647,Douadi,Sethi,Senior Staff,1988-07-11
213662,Parke,Rosen,Technique Leader,1986-04-18
213667,Martina,Birch,Senior Engineer,1994-06-12
213670,Fei,Dolinsky,Assistant Engineer,1997-04-26
213734,Boaz,Sessa,Senior Staff,1993-07-23
213736,Selwyn,Reistad,Engineer,1997-02-03
213756,Jaideep,Awdeh,Senior Staff,2000-09-04
213760,Moni,Greibach,Senior Engineer,1999-07-26
213778,Licheng,Pintelas,Senior Staff,1993-04-10
213779,Shooichi,Improta,Staff,1998-03-04
213784,Premsyl,Takanami,Senior Staff,2000-09-17
213786,Adas,Deyuan,Senior Staff,1996-01-14
213798,Dzung,Randt,Senior Engineer,1990-11-15
213801,Aruna,Alameldin,Senior Staff,1997-03-12
213810,Chuanti,Sommen,Senior Staff,1986-03-01
213823,Shih,Lorho,Senior Engineer,1999-12-02
213826,Subhash,Chenoweth,Engineer,1994-09-06
213834,Shuji,Impagliazzo,Senior Staff,1995-08-28
213839,Danny,Kakkar,Senior Staff,1997-11-25
213843,Chaoyi,Plump,Senior Staff,1994-07-19
213849,Annemarie,Gilg,Senior Engineer,2000-07-08
213851,Vivian,Fairtlough,Senior Engineer,1996-01-03
213863,Nimmagadda,Saoudi,Senior Engineer,1991-08-23
213864,Marl,Isard,Senior Staff,1998-06-10
213867,Leni,Thimonier,Senior Staff,1993-05-31
213904,Mari,Kropatsch,Senior Staff,1997-12-08
213906,Sven,Gerteisen,Senior Staff,1994-09-11
213935,Rosita,Kaminger,Technique Leader,1990-09-12
213944,Goetz,Bondorf,Staff,1999-12-19
213955,Gianluca,Shackel,Senior Staff,1986-04-21
213961,Jaideep,Weedon,Senior Engineer,2000-12-07
213962,Pranjal,Rahier,Senior Staff,1987-02-13
213964,Shawna,Limongiello,Senior Staff,1998-01-23
213965,Ramalingam,Denny,Senior Staff,1991-01-07
213966,Mayumi,Schade,Senior Engineer,1990-11-03
213976,Leah,Sidou,Senior Engineer,1991-08-17
213978,Jaewon,Eterovic,Senior Engineer,1993-07-23
213981,Kazuyasu,Melski,Staff,1996-12-24
213991,Miyeon,Erbe,Senior Staff,1993-07-07
213997,Kerhong,Lambe,Senior Engineer,1988-07-17
214008,Zhigen,Thimonier,Technique Leader,1998-07-21
214010,Steen,Melski,Senior Engineer,1993-08-30
214024,Zhilian,Kroll,Senior Engineer,1986-09-29
214033,Genevieve,Junet,Senior Staff,1993-10-26
214059,Shahar,McFarlin,Technique Leader,1987-03-17
214071,Jordanka,Goldhammer,Senior Engineer,1994-12-22
214078,Surveyors,Merli,Senior Staff,2002-04-27
214090,Tsvetan,Janocha,Senior Staff,1994-09-24
214097,Hideyuki,Kroon,Senior Staff,2001-06-01
214099,Holgard,Prenel,Senior Engineer,1986-01-01
214108,Chiradeep,Ellozy,Senior Staff,1995-07-15
214121,Saddek,Luks,Senior Engineer,1995-08-06
214144,Duke,Oppitz,Engineer,1996-11-16
214145,Steen,Ravishankar,Senior Staff,1987-05-19
214161,Tsz,Strehl,Senior Staff,1992-03-15
214166,Goncalo,Worfolk,Senior Engineer,1987-06-22
214167,Zvonko,Reinhart,Senior Staff,1996-12-04
214171,Sergi,Saoudi,Engineer,1995-08-06
214183,Nathalie,Parfitt,Senior Staff,1996-01-19
214189,Panayotis,Junot,Senior Engineer,1993-09-08
214204,Alexius,Glowinski,Senior Staff,1986-07-10
214211,Miomir,Peres,Senior Engineer,1996-12-25
214216,Stabislas,Billawala,Senior Engineer,1994-06-01
214241,Toshimo,Strandh,Senior Engineer,1994-08-11
214252,Katsuo,Granlund,Senior Staff,1990-08-29
214261,Terresa,Munch,Senior Engineer,1994-12-07
214302,Xiadong,Siegrist,Technique Leader,1996-10-21
214307,Adam,Lamma,Senior Engineer,1995-01-25
214311,Bodh,Potthoff,Senior Staff,1985-10-04
214317,Thodoros,Kugler,Staff,1998-06-24
214327,Jaewoo,Solares,Senior Staff,1992-12-10
214357,Uno,Coney,Senior Engineer,1995-08-04
214358,Ravishankar,Pileggi,Senior Staff,1999-10-15
214364,Kwangho,Siksek,Staff,1997-07-07
214376,Jingling,Krogh,Engineer,1994-01-08
214385,Mechthild,Yemenis,Senior Staff,1995-04-23
214394,Faiza,DeMori,Senior Staff,1995-02-24
214401,Jiakeng,Sanella,Senior Staff,1997-07-30
214414,Xuedong,Koyama,Senior Engineer,1988-03-27
214430,Kirk,Hofman,Senior Engineer,1994-06-30
214436,Ashish,Panangaden,Staff,1999-09-07
214441,Padma,Sgarro,Senior Staff,1994-12-17
214445,Shaw,Decleir,Engineer,1994-04-28
214446,Barry,Mersereau,Assistant Engineer,1998-08-17
214448,Gay,Baby,Senior Engineer,1988-04-10
214451,Tristan,Scallan,Senior Staff,1993-06-02
214491,Ulf,Cromarty,Senior Engineer,1998-03-23
214496,Gunilla,Halevi,Staff,1999-03-08
214506,Vishv,Fortenbacher,Senior Engineer,1994-07-24
214508,Arvin,Limongiello,Senior Engineer,1985-08-05
214511,Masaki,Marquardt,Senior Engineer,1994-02-18
214522,Otmar,Flanders,Senior Engineer,1997-05-10
214535,Sampalli,Demir,Senior Engineer,1995-07-11
214540,Boaz,Butner,Senior Staff,1989-06-02
214556,Yinghua,Tagansky,Senior Staff,1993-04-03
214560,Pradeep,Erez,Senior Staff,1985-05-24
214563,Basil,Ramras,Senior Engineer,2001-01-22
214591,Mohua,Luders,Staff,1998-08-18
214605,Mario,Rosenbaum,Senior Engineer,1996-05-18
214616,Phillip,Paciorek,Engineer,1997-02-24
214622,Shaw,Peha,Staff,1997-10-06
214657,Yurii,Papsdorf,Senior Engineer,2001-08-24
214663,Bangqing,Baez,Senior Engineer,1991-05-01
214665,Mana,Eickenmeyer,Assistant Engineer,1995-11-18
214674,Zissis,Saoudi,Senior Staff,1991-04-07
214681,Edwin,Dulli,Engineer,1997-11-22
214682,Jaroslava,Neimat,Senior Staff,1995-12-19
214693,Garnet,Kuzuoka,Senior Engineer,1992-04-15
214706,Marlo,Kitai,Senior Staff,1997-12-10
214716,Hironobu,Makrucki,Senior Staff,1988-10-17
214719,Tristan,Skrikant,Senior Engineer,1987-02-27
214727,Berthier,Koprowski,Senior Engineer,1993-06-18
214738,Caolyn,Cunliffe,Senior Engineer,1996-05-05
214741,Xiahua,Piazza,Senior Engineer,1994-06-24
214746,Mohan,Ishibashi,Senior Staff,1993-01-01
214753,Stafford,dAstous,Senior Engineer,2002-04-22
214758,Remmert,Bruckman,Senior Engineer,1996-08-12
214765,Jongsuk,Keustermans,Senior Staff,1999-12-10
214768,Yakichi,Guardalben,Engineer,1998-11-06
214779,Denis,Nitsche,Senior Staff,1996-09-21
214785,Arif,Sigstam,Senior Engineer,1999-12-26
214788,Sadun,Zschoche,Senior Engineer,1995-11-28
214791,Mana,Ligten,Senior Engineer,1995-10-24
214794,Val,Ibel,Senior Staff,1996-07-30
214796,Leah,Cronau,Senior Staff,1993-05-02
214811,Serap,Kalloufi,Senior Engineer,1994-06-29
214812,Marl,Nannarelli,Staff,1997-01-27
214823,Aleksandar,Azulay,Senior Engineer,1991-10-19
214826,Susuma,Merey,Senior Engineer,1991-05-19
214858,Yongdong,Kushner,Senior Engineer,1990-11-30
214862,Ziva,Basagni,Senior Staff,1993-02-09
214874,Hironoby,Ventosa,Senior Staff,1994-10-29
214876,Shuho,Domenig,Senior Staff,1994-05-04
214892,Shim,Ducloy,Senior Staff,1994-04-11
214920,Ipke,Caine,Senior Staff,1992-01-25
214921,Hsiangchu,Byoun,Senior Engineer,1999-05-10
214935,Makato,Hiroyama,Senior Engineer,2001-11-15
214954,Marko,Mandell,Senior Engineer,1998-12-18
214955,Yunming,Puppo,Senior Staff,1994-06-09
214960,Yolla,Koblick,Senior Staff,1993-10-10
214965,Toshiki,Zeleznik,Engineer,1999-01-28
214970,Arfst,Belinskaya,Senior Staff,1994-09-04
214973,Susanta,Conde,Senior Engineer,1993-11-18
214984,Tomofumi,Yurov,Senior Staff,1992-11-13
215007,Georgy,Radwan,Senior Staff,2001-11-11
215008,Mechthild,Alpin,Senior Engineer,1998-02-25
215016,Uinam,Sullins,Senior Engineer,1999-10-17
215021,Horward,Staylopatis,Senior Engineer,1992-03-25
215029,Basant,Brender,Senior Staff,1993-04-20
215039,Boutros,Stellhorn,Senior Engineer,1999-04-02
215055,Percy,Percebois,Senior Engineer,2002-01-13
215102,Horward,Puoti,Senior Staff,1996-07-17
215104,Giap,Guting,Senior Staff,1999-03-10
215109,Irena,Matzke,Senior Staff,1991-06-25
215111,Sajjad,Dahlbom,Senior Engineer,1993-01-04
215116,Val,Holburn,Engineer,1996-09-30
215123,Sangeeta,Angelopoulos,Staff,1996-12-28
215124,Gaetan,Waschkowski,Senior Staff,1994-04-11
215132,Karoline,Perz,Senior Engineer,1988-05-31
215142,Danil,Kushner,Senior Staff,1995-06-14
215155,Hideyuki,Erdi,Engineer,1994-12-23
215156,Kensei,Conti,Engineer,1997-05-07
215168,Houman,Hellwagner,Senior Staff,1991-06-22
215172,Sukumar,Vigier,Senior Engineer,1992-01-09
215177,Siamak,Tomescu,Senior Staff,1986-04-18
215179,Aleksander,Soicher,Senior Staff,1993-07-07
215188,Temple,Zhiwei,Senior Staff,1997-08-22
215212,Sigeru,Birnbaum,Senior Engineer,1998-07-05
215218,Shiv,Cappello,Staff,1998-10-15
215228,Annemarie,Rando,Staff,1998-05-28
215233,Constantijn,Schiettecatte,Senior Staff,1994-04-24
215244,Duangkaew,Farrow,Senior Engineer,1992-11-15
215247,Tonny,Hellwagner,Senior Staff,1998-02-01
215248,Dmitri,Sinicrope,Senior Engineer,1993-05-04
215262,Naraig,Meszaros,Senior Engineer,1997-03-01
215277,Ewing,Bach,Senior Staff,1997-07-11
215281,Tomofumi,Onuegbe,Senior Engineer,1986-09-14
215282,Panayotis,Stasinski,Senior Staff,2001-10-03
215285,Kazuhira,Osgood,Staff,1999-07-30
215289,Eckart,Anger,Senior Engineer,1993-06-19
215291,Haldun,Raoux,Engineer,2000-11-11
215310,Sampalli,Dalton,Engineer,2001-08-25
215326,Danae,Furudate,Staff,1999-02-17
215329,Gregory,Doering,Senior Engineer,1997-12-12
215335,Shuky,Kalafatis,Senior Staff,1996-02-11
215338,Hidde,Rodier,Senior Engineer,1991-01-09
215345,Toshimori,Hertweck,Senior Staff,1994-07-23
215355,Amabile,Pehl,Senior Engineer,1993-04-29
215360,Francesca,Meszaros,Senior Staff,1993-07-27
215370,Kristina,Leuchs,Senior Staff,1987-12-12
215371,Yahiko,Chinin,Senior Staff,1993-05-29
215373,Barry,Simmel,Senior Staff,1988-01-10
215374,Hatim,Szilard,Senior Engineer,1993-04-16
215379,Martina,Muntz,Senior Engineer,1996-08-11
215383,Xuejun,Kushner,Senior Staff,1996-03-05
215402,Sanjiv,Prochazka,Staff,2000-01-01
215438,Bernd,Magalhaes,Senior Engineer,1991-09-20
215467,Xinyu,Capobianchi,Staff,1996-09-28
215471,Nechama,Dehkordi,Senior Engineer,1990-02-25
215480,Guther,Perly,Senior Engineer,1996-04-19
215482,Samphel,Peac,Senior Staff,1993-02-05
215483,Tayeb,Schieder,Staff,1999-05-19
215499,Boriana,Cherinka,Senior Engineer,1994-05-04
215511,Jaroslava,Waterhouse,Senior Engineer,2000-10-03
215513,Sigeru,Litzkow,Staff,1996-05-01
215523,Feixiong,Emmerich,Staff,1997-08-04
215549,Mara,Georgatos,Senior Staff,1994-07-27
215567,Gennady,Bernick,Senior Staff,1998-06-30
215575,Tran,Hofting,Senior Engineer,1993-10-02
215576,Takushi,Anger,Senior Staff,1995-02-01
215616,Sachar,Aloisi,Technique Leader,1987-09-30
215620,Aiichiro,Baik,Senior Engineer,1993-08-02
215626,Murthy,Schusler,Senior Engineer,1997-05-07
215643,Nidapan,Staelin,Senior Engineer,2001-07-12
215648,Jeanna,Jahnichen,Senior Engineer,1994-06-24
215654,Zvonko,Jakobus,Senior Engineer,1995-03-10
215656,Shawna,Sankaranarayanan,Senior Staff,1993-10-25
215664,Aleksandar,Verhoeff,Senior Staff,1986-08-19
215680,Lokesh,Billingsley,Engineer,1997-08-24
