emp_no,first_name,last_name,title,from_date,to_date
202677,LiMin,Decaestecker,Senior Engineer,2002-04-15,2002-04-15
202691,Mohit,Kenevan,Staff,1998-07-10,9999-01-01
202736,Aloke,Asmuth,Senior Staff,1990-12-08,1990-12-08
202893,Hairong,Cappelli,Senior Engineer,1993-10-12,1993-10-12
202905,Sham,Birdsall,Technique Leader,1988-06-16,9999-01-01
202915,Chiranjit,Spelt,Senior Engineer,2000-12-12,2000-12-12
202977,Tomokazu,Matzen,Senior Staff,1994-05-26,1994-05-26
202996,Tze,Hutter,Senior Staff,1991-05-18,1991-05-18
203021,Munenori,Chinin,Engineer,1998-06-09,9999-01-01
203101,Khaled,Waeselynck,Senior Engineer,1997-09-12,1997-09-12
203124,Genta,Ranon,Engineer,1997-10-14,9999-01-01
203131,Ulises,Suwa,Senior Staff,1994-04-19,1994-04-19
203188,Fox,Busillo,Senior Engineer,1996-10-10,1996-10-10
203194,Mooi,Usery,Senior Staff,1996-02-13,1996-02-13
203198,Fumiyo,Hertweck,Senior Engineer,1986-12-28,9999-01-01
203214,Paraskevi,Kilgour,Senior Staff,1995-05-20,1995-05-20
203238,Fei,Zallocco,Senior Staff,1995-05-25,9999-01-01
203305,Naftali,Huttel,Senior Staff,1999-09-08,1999-09-08
203309,Constantine,Tsukuda,Senior Staff,1999-11-26,1999-11-26
203360,Surveyors,Merks,Senior Engineer,1997-07-26,1997-07-26
203385,Subhrajyoti,Maginnis,Senior Staff,1997-04-05,1997-04-05
203390,Lech,Babu,Senior Engineer,1987-04-03,9999-01-01
203398,Inderjeet,Ritzmann,Senior Engineer,1992-08-30,1992-08-30
203446,Kristen,Molenaar,Engineer,1998-11-25,9999-01-01
203481,Chiradeep,Kriebel,Senior Engineer,1996-07-22,1996-07-22
203488,Stevo,Rosenbaum,Senior Staff,1995-11-12,1995-11-12
203522,Make,Biros,Senior Staff,2001-03-23,2001-03-23
203566,Thanasis,Zultner,Senior Engineer,1993-12-06,1993-12-06
203608,Menkae,Kroll,Senior Staff,1987-03-14,9999-01-01
203657,Georg,Pocchiola,Staff,1996-05-01,9999-01-01
203667,Mabry,Conia,Senior Staff,1986-05-14,9999-01-01
203672,Aram,Pettis,Senior Engineer,1999-05-25,1999-05-25
203790,Jaewoo,Vecchio,Senior Engineer,1994-09-16,1994-09-16
203798,Nobuyoshi,Suomi,Senior Engineer,1987-05-07,9999-01-01
203898,Odysseas,Mateescu,Senior Engineer,2000-02-26,1993-02-25
203933,Bowen,Fortenbacher,Senior Staff,1993-03-17,1993-03-17
204011,Kazuhiko,Massonet,Senior Engineer,2000-02-18,2000-02-18
204027,Alagu,Olano,Senior Staff,1993-03-28,1993-03-28
204034,Arco,Botman,Senior Engineer,1992-02-18,1992-02-18
204055,Kauko,Stiles,Staff,1995-12-23,9999-01-01
204114,Fayez,Poehlman,Senior Engineer,1994-03-02,9999-01-01
204134,Xiaobin,Hofmeyr,Senior Staff,1993-09-30,1993-09-30
204254,Billur,Famili,Senior Engineer,1991-07-02,1991-07-02
204330,Danco,Stanfel,Senior Engineer,1993-10-27,1993-10-27
204378,Leaf,Stranks,Senior Engineer,1996-06-17,1996-06-17
204469,Ramya,Cmelik,Senior Staff,1988-05-06,9999-01-01
204526,Vojin,Kulisch,Senior Staff,1993-04-30,1993-04-30
204567,Kristin,Plavsic,Senior Engineer,1994-06-11,1994-06-11
204583,Richard,Setiz,Senior Engineer,1987-06-11,9999-01-01
204693,Aran,Litzkow,Engineer,1995-03-10,1995-03-10
204703,Sreekrishna,Spataro,Senior Staff,2001-08-07,2001-08-07
204706,Denis,Joslin,Engineer,1997-03-25,1997-03-25
204710,Gino,Cichocki,Senior Engineer,1985-04-10,9999-01-01
204745,Oscar,Masaki,Senior Engineer,1997-05-13,1997-05-13
204783,Zissis,Majewski,Senior Staff,1993-09-12,1993-09-12
204805,Nimmagadda,Crouzet,Senior Engineer,1994-07-13,1994-07-13
204877,Guther,Gornas,Senior Engineer,1999-11-13,1992-11-12
204902,Eric,Ruemmler,Senior Staff,1990-12-19,1990-12-19
204938,Collette,Verspoor,Technique Leader,1988-11-20,9999-01-01
204943,Jiakeng,Hartvigsen,Senior Engineer,1987-08-18,9999-01-01
204969,Yuqun,Gronowski,Senior Engineer,1992-09-26,1992-09-26
204977,Martina,Perl,Staff,1993-10-24,9999-01-01
205037,Ferdinand,Speek,Senior Staff,1999-10-03,1999-10-03
205057,Mostafa,Usdin,Assistant Engineer,1999-07-03,9999-01-01
205075,Yunming,Piveteau,Senior Engineer,2001-08-24,2001-08-24
205092,Masako,Spieker,Senior Staff,1993-09-07,1993-09-07
205119,Chrisa,Kilgore,Senior Engineer,1985-02-10,9999-01-01
205202,Alagu,Stemann,Staff,1995-04-21,9999-01-01
205216,Jayesh,Hanratty,Senior Engineer,1995-04-13,1995-04-13
205244,Yonghoan,Heuter,Senior Staff,1992-05-14,1992-05-14
205251,Fai,Mullainathan,Senior Staff,1987-01-24,9999-01-01
205261,Oscar,Pusterhofer,Senior Engineer,1994-07-26,1994-07-26
205272,Zhenbing,Kuhnemann,Senior Engineer,1985-04-04,9999-01-01
205295,Kristinn,Jonsson,Senior Engineer,1993-10-16,1993-10-16
205297,Aral,Weedon,Senior Engineer,2002-02-05,2002-02-05
205317,Percy,Milicic,Senior Staff,2000-01-03,2000-01-03
205318,Bernd,Lakshmanan,Senior Engineer,1996-11-30,1996-11-30
205331,Nigel,Melski,Senior Engineer,1993-02-02,1993-02-02
205332,Gita,Baar,Staff,1996-08-09,9999-01-01
205361,Owen,Siepmann,Senior Engineer,1987-04-08,9999-01-01
205469,Zsolt,Perko,Senior Staff,1985-11-14,9999-01-01
205484,Atreye,Yoshimura,Senior Engineer,1993-07-17,1993-07-17
205492,Wojceich,Lorch,Engineer,1999-12-23,9999-01-01
205559,Herbert,Portugali,Engineer,1996-11-25,1996-11-25
205624,Jolita,Lally,Senior Engineer,1997-01-10,9999-01-01
205629,Guiseppe,Genin,Staff,1996-10-27,9999-01-01
205638,Lubomir,Peir,Senior Engineer,1993-12-17,1993-12-17
205712,Susuma,Daescu,Senior Staff,1991-10-18,1991-10-18
205713,Gennady,Makinen,Senior Engineer,1993-05-10,1993-05-10
205753,Keiichiro,Gonthier,Senior Engineer,1998-01-30,1998-01-30
205782,Shen,Brandsma,Senior Engineer,1986-10-06,9999-01-01
205903,Xiong,Matzel,Senior Engineer,1995-05-03,1995-05-03
205974,Mona,Gajiwala,Senior Engineer,1990-04-02,1990-04-02
206059,Jaana,Levergood,Senior Engineer,1996-11-04,1996-11-04
206067,Manton,Itzigehl,Senior Engineer,1995-05-04,1995-05-04
206122,Munenori,Bazelow,Engineer,1994-09-19,9999-01-01
206146,Becky,Merkl,Senior Engineer,1996-10-23,1996-10-23
206149,Yurii,Mellouli,Senior Engineer,1987-03-24,9999-01-01
206164,Minghong,Vernadat,Senior Staff,1986-04-02,9999-01-01
206168,Serap,Matzat,Senior Staff,1990-04-29,1990-04-29
206185,Yolla,Gonthier,Senior Engineer,2000-09-07,2000-09-07
206193,Kerryn,Senzako,Senior Staff,1993-02-02,1993-02-02
206262,Alejandro,Bugrara,Staff,1994-07-02,9999-01-01
206277,Candida,Toyoshima,Senior Staff,1995-10-24,1995-10-24
206339,Kamran,Emmart,Engineer,1998-12-04,9999-01-01
206343,Aris,Erie,Staff,1999-12-07,9999-01-01
206354,Gennadi,Kawashima,Senior Engineer,1988-03-03,9999-01-01
206418,Marco,Vickson,Senior Engineer,1989-11-12,9999-01-01
206427,Nobuyoshi,Otillio,Senior Staff,1997-12-10,1997-12-10
206507,Bernt,Gonthier,Senior Engineer,1993-08-15,1993-08-15
206520,Gor,Selenyi,Senior Engineer,2001-06-03,2001-06-03
206530,Xuedong,Roison,Senior Staff,1994-04-21,1994-04-21
206604,Adil,Rajala,Senior Engineer,1992-12-14,9999-01-01
206653,Sumant,Landherr,Staff,1997-09-02,9999-01-01
206713,Zhiguo,Orsini,Senior Engineer,1986-02-05,9999-01-01
206744,Kenton,Radivojevic,Staff,1997-04-13,9999-01-01
206746,Khoa,Honiden,Senior Engineer,1987-12-20,9999-01-01
206815,Insup,Frolund,Senior Staff,1988-11-19,9999-01-01
206847,Luise,Akazan,Senior Staff,1998-10-02,1998-10-02
206995,Bernd,Nollmann,Senior Staff,1994-01-11,1994-01-11
207025,Barry,Hanratty,Engineer,1999-08-22,9999-01-01
207118,Lijia,Siochi,Senior Engineer,1992-11-22,1992-11-22
207148,Zhiguo,Ullian,Senior Engineer,1995-09-06,1995-09-06
207162,Yucai,Kruskal,Senior Staff,1988-10-18,9999-01-01
207276,Ramalingam,Oaver,Assistant Engineer,1998-06-04,9999-01-01
207279,Hugo,Zultner,Senior Staff,1999-10-31,1999-10-31
207291,Van,Cronan,Senior Staff,1996-03-27,1996-03-27
207383,Utz,Coullard,Senior Engineer,1993-11-06,1993-11-06
207392,Piyawadee,Denna,Senior Staff,1995-08-30,1995-08-30
207518,Jeanna,Reinhart,Senior Staff,2001-07-31,2001-07-31
207585,Limsoon,Picel,Senior Engineer,1997-05-08,1997-05-08
207662,Mori,Narahari,Senior Engineer,2000-03-28,2000-03-28
207679,Vasilis,Rosti,Senior Staff,2001-04-11,2001-04-11
207683,Gilbert,Luft,Senior Staff,1993-03-01,1993-03-01
207688,Juichirou,Marshall,Senior Engineer,1993-02-22,1993-02-22
207734,Kensei,Strooper,Senior Staff,2000-01-29,2000-01-29
207762,Pohua,Bodoff,Senior Engineer,1990-05-31,1990-05-31
207780,Dinah,Schade,Engineer,1998-11-05,9999-01-01
207793,Magdalena,Passafiume,Senior Engineer,2002-07-07,2002-07-07
207800,Arumugam,Chandrasekhar,Senior Engineer,1994-12-09,1994-12-09
207840,Danel,Zuberek,Senior Engineer,1994-09-01,1994-09-01
207860,Maja,Rodite,Senior Engineer,1997-05-23,1997-05-23
207905,Manibrata,Orsini,Senior Engineer,1996-01-28,1996-01-28
207941,Florian,Emmerich,Senior Staff,2001-02-02,2001-02-02
207947,Basil,Lamma,Senior Staff,1993-01-17,1993-01-17
207988,Gianluca,Chenney,Senior Engineer,1988-05-22,9999-01-01
208031,Ingemar,Hertweck,Senior Engineer,2000-03-18,2000-03-18
208053,Marc,Zongker,Senior Engineer,1996-09-23,1996-09-23
208119,Danny,Azulay,Senior Staff,1999-04-08,9999-01-01
208200,Fabrizio,Linares,Senior Engineer,1986-08-25,9999-01-01
208213,Hidde,Brookner,Senior Engineer,1988-05-10,9999-01-01
208249,Yuchang,Esposito,Senior Engineer,1993-04-25,1993-04-25
208256,Hugh,Mungall,Senior Engineer,2002-06-24,1994-06-24
208358,Keung,Pokrovskii,Senior Staff,1998-08-21,9999-01-01
208463,Ipke,Pillow,Senior Staff,1993-07-10,9999-01-01
208482,Vasilii,Schwartzburd,Senior Engineer,1998-12-05,1998-12-05
208525,Adam,DiGiano,Senior Staff,1996-06-11,1996-06-11
208528,Sukumar,Polupanov,Senior Staff,1988-07-09,9999-01-01
208583,Utpal,Lorho,Senior Engineer,1985-08-25,9999-01-01
208655,Yannik,Rodham,Senior Engineer,1994-12-02,1994-12-02
208688,Rosita,Peac,Senior Engineer,1986-02-21,9999-01-01
208692,Yoshinari,Brlek,Senior Staff,1990-03-16,1990-03-16
208710,Faiza,Schmezko,Senior Engineer,1985-03-30,9999-01-01
208726,Mary,Barinka,Senior Engineer,1988-04-01,9999-01-01
208766,Masadi,Ashish,Senior Staff,1999-06-28,1999-06-28
208833,Bojan,Remmele,Senior Engineer,1996-01-21,1996-01-21
208847,Shim,Demizu,Technique Leader,1999-08-18,9999-01-01
208865,Nirmal,Taubenfeld,Senior Engineer,1985-03-01,9999-01-01
208877,Yinghua,Shihab,Senior Engineer,1998-10-27,1992-10-27
208894,Peer,Murtafg,Senior Engineer,1992-03-14,1992-03-14
208908,Girolamo,Uludag,Senior Engineer,1996-01-26,1996-01-26
209043,Seshu,Flexer,Senior Engineer,1991-07-12,1991-07-12
209179,Kazunori,Gaughan,Senior Engineer,2001-11-28,1993-11-28
209194,Owen,Snedden,Senior Engineer,1995-04-09,1995-04-09
209219,Mitchel,Rohrbach,Senior Engineer,1992-10-07,1992-10-07
209260,Maya,Ouhyoung,Senior Staff,1988-01-14,9999-01-01
209279,Roddy,Bail,Senior Staff,1996-03-03,1996-03-03
209306,Tadahiro,Honglei,Engineer,1996-11-07,9999-01-01
209316,Jaana,Kuszyk,Senior Engineer,2002-06-18,2002-06-18
209325,Shih,Goldhammer,Senior Engineer,1994-02-15,1994-02-15
209356,Tesuro,Jansen,Senior Staff,1995-06-14,1995-06-14
209418,Faiza,Thimonier,Senior Engineer,1993-01-16,1993-01-16
209478,Kasidit,Nitta,Senior Staff,1991-08-09,1991-08-09
209502,Holgard,Sudbeck,Senior Staff,1995-02-05,1995-02-05
209539,Aloys,Erde,Senior Engineer,1997-07-20,1997-07-20
209543,Heng,Porenta,Senior Engineer,1993-08-09,1993-08-09
209544,Fumiya,Kobuchi,Senior Engineer,1990-07-09,1990-07-09
209610,Deniz,Rouquie,Senior Engineer,1996-06-15,1996-06-15
209622,Radoslaw,Luit,Senior Engineer,1994-10-09,1994-10-09
209654,Aksel,Stiles,Senior Staff,1999-07-07,9999-01-01
209656,Ger,Oehlmann,Senior Staff,1990-10-15,1990-10-15
209721,Shaw,Heemskerk,Senior Staff,1989-01-12,9999-01-01
209724,Xianlong,Viele,Senior Staff,1988-05-17,9999-01-01
209773,Jaques,Vendrig,Senior Engineer,1997-07-25,1997-07-25
209799,Honesty,Caine,Senior Staff,1999-05-04,1999-05-04
209811,Gao,Turnbull,Senior Engineer,1998-12-04,1998-12-04
209829,Froduald,Rosca,Staff,1997-12-27,9999-01-01
209832,Tru,Holburn,Senior Staff,1993-03-04,1993-03-04
209834,Nitsan,Alvarado,Senior Engineer,1994-01-22,1994-01-22
209860,Perla,Engberts,Technique Leader,1998-02-12,9999-01-01
209899,Lucien,Nicolson,Senior Engineer,1996-10-26,1996-10-26
209915,Lillian,Pashtan,Senior Engineer,1993-10-17,1993-10-17
209937,Erez,Bage,Senior Engineer,1996-02-25,1996-02-25
209997,Nevin,Servi,Senior Engineer,2000-05-13,1993-05-13
210079,Junsik,Gustavson,Technique Leader,1990-09-15,9999-01-01
210080,Premal,Perl,Staff,1997-09-21,9999-01-01
210098,Mingzeng,Milicic,Staff,1999-11-08,9999-01-01
210110,Falguni,Jullig,Senior Engineer,1994-11-06,1994-11-06
210128,Olivera,Dayana,Senior Staff,1992-08-18,1992-08-18
210182,Patricio,Junet,Senior Staff,2001-01-05,2001-01-05
210212,Jongsuk,Vitiello,Senior Staff,1992-05-27,1992-05-27
210219,Serif,Encarnacion,Senior Staff,1994-03-31,1994-03-31
210230,Chikako,Bage,Engineer,1998-11-12,9999-01-01
210246,Pradeep,Gecsei,Engineer,1998-08-05,9999-01-01
210251,Fay,Frezza,Senior Engineer,1997-10-26,1997-10-26
210253,Jixiang,Scallan,Senior Engineer,1990-10-05,9999-01-01
210284,Vasilis,Kavvadias,Senior Engineer,1995-08-28,1995-08-28
210287,Shushma,Krohm,Engineer,1994-12-03,9999-01-01
210323,Heng,Gluchowski,Senior Engineer,1987-11-05,9999-01-01
210368,Jianhao,Peres,Engineer,1996-07-05,9999-01-01
210387,Elvia,Heuter,Senior Engineer,1991-07-02,1991-07-02
210509,Shichao,Braunschweig,Senior Staff,2002-03-28,2002-03-28
210523,Taisook,Sabnani,Senior Engineer,1990-02-18,1990-02-18
210590,Uli,Plavsic,Senior Engineer,1992-09-07,1992-09-07
210618,Shunichi,Wolniewicz,Staff,1997-01-19,9999-01-01
210620,Anyuan,Bierman,Staff,1996-01-13,9999-01-01
210644,Hsiangchu,Panangaden,Senior Staff,1993-05-02,1993-05-02
210677,Gor,Oehlmann,Senior Staff,1994-01-19,1994-01-19
210682,Bernardo,Jonsson,Senior Engineer,1991-07-05,9999-01-01
210685,Isamu,Christ,Senior Engineer,1997-04-01,1997-04-01
210718,Nikolaos,Kalafatis,Senior Engineer,1989-03-22,9999-01-01
210772,Kotesh,Penttonen,Engineer,1998-05-16,9999-01-01
210781,Yongdong,Shigei,Staff,1998-05-12,9999-01-01
210888,Hidekazu,Argence,Senior Staff,2000-11-04,2000-11-04
210889,Kiyokazu,Schmittgen,Senior Staff,1995-12-10,1995-12-10
210897,Turgut,Snyers,Senior Staff,1994-08-31,1994-08-31
210911,Taisook,Diderrich,Senior Engineer,1996-02-09,1996-02-09
210940,Pasqua,Akaboshi,Senior Staff,1993-11-06,1993-11-06
210975,Erzsebet,Marzano,Senior Engineer,1992-07-17,1992-07-17
210985,Reinhard,Bauknecht,Senior Staff,1994-08-02,1994-08-02
211040,Jaihie,Nitsch,Senior Staff,1995-04-08,1995-04-08
211214,Heeju,Syang,Senior Engineer,1986-01-23,9999-01-01
211250,Paloma,Luca,Senior Engineer,1998-09-14,1998-09-14
211291,Pohua,Munoz,Senior Staff,1986-11-04,9999-01-01
211293,Malu,Champarnaud,Senior Engineer,1985-05-20,9999-01-01
211323,Margo,Collavizza,Senior Staff,1994-06-10,1994-06-10
211333,Geoffry,Tetzlaff,Senior Staff,1995-06-04,1995-06-04
211361,Garnet,Candan,Senior Staff,1992-03-19,1992-03-19
211376,Sandeepan,Eiter,Senior Staff,1988-01-09,9999-01-01
211398,Vishwani,Thorensen,Senior Engineer,1992-07-18,1992-07-18
211430,Udo,Gyimothy,Staff,1996-06-16,9999-01-01
211488,Zita,Awdeh,Senior Engineer,1994-03-31,1994-03-31
211510,Abdelkader,Demir,Senior Engineer,1994-08-10,1994-08-10
211517,Rance,Schapiro,Senior Staff,1994-06-20,1994-06-20
211541,Perry,Albarhamtoshy,Senior Engineer,2001-12-28,2001-12-28
211584,Sangeeta,Jarecki,Senior Engineer,1996-09-05,1996-09-05
211666,Nechama,Dratva,Senior Engineer,1993-02-16,1993-02-16
211668,Sigeru,Jarecki,Senior Engineer,1992-07-24,1992-07-24
211698,Giao,Muniz,Senior Engineer,1997-11-26,1997-11-26
211710,Sigeru,Senzako,Engineer,1999-06-21,9999-01-01
211800,Remzi,Melter,Technique Leader,1986-05-18,9999-01-01
211822,Duangkaew,Ellozy,Engineer,1995-07-04,9999-01-01
211841,Zongyan,Arlazarov,Senior Engineer,1990-07-19,9999-01-01
211875,Venkatesan,Azevdeo,Staff,1999-11-27,9999-01-01
211901,Oscar,Birjandi,Senior Engineer,1994-04-07,1994-04-07
212050,Manton,Rissland,Senior Staff,1987-07-16,9999-01-01
212056,Sangeeta,Perna,Senior Engineer,2000-12-22,2000-12-22
212072,Lorien,Billingsley,Engineer,1996-12-11,9999-01-01
212134,Halsur,Kalloufi,Senior Engineer,1991-02-01,1991-02-01
212178,Alagu,Lodder,Senior Staff,1994-05-08,1994-05-08
212205,Golgen,Mungall,Engineer,1995-10-09,1995-10-09
212210,Lokesh,Vakili,Senior Staff,1991-05-02,9999-01-01
212219,Yahiko,Solovay,Senior Engineer,1986-09-11,9999-01-01
212259,Vishu,Slaats,Senior Staff,1998-08-14,9999-01-01
212268,Stamatina,Asser,Senior Engineer,1994-11-30,1994-11-30
212307,Leni,Kirkerud,Senior Staff,1995-04-06,1995-04-06
212336,Jacqueline,Litzkow,Senior Staff,1992-12-08,1992-12-08
212535,Kiyotoshi,Sevcikova,Senior Engineer,1997-05-07,1997-05-07
212602,Tua,Chiodo,Senior Engineer,1989-05-19,9999-01-01
212643,Tetsurou,Malinowski,Senior Engineer,1986-08-10,9999-01-01
212673,Utpal,Mundy,Senior Engineer,1988-01-22,9999-01-01
212677,Subbu,Demeyer,Senior Engineer,2001-09-09,2001-09-09
212692,Abdulah,Pardalos,Senior Engineer,1995-01-03,9999-01-01
212697,Yongmao,Raney,Assistant Engineer,1999-04-27,9999-01-01
212699,Aleksander,Bierbaum,Senior Engineer,1997-08-16,1997-08-16
212726,Frederique,Ramsey,Senior Engineer,1994-01-06,1994-01-06
212758,Phule,Stasinski,Senior Engineer,1985-04-22,9999-01-01
212796,Troy,Eiron,Senior Staff,1995-07-02,1995-07-02
212826,Leucio,Malabarba,Senior Staff,1995-03-07,1995-03-07
212854,Pranay,Hennings,Technique Leader,1987-12-26,9999-01-01
212902,Shounak,Speckmann,Staff,1996-12-25,9999-01-01
212906,Sumant,Menhoudj,Senior Engineer,1988-07-21,9999-01-01
212989,Kasturi,Billawala,Engineer,1999-07-17,9999-01-01
213025,Kinh,Nourani,Senior Staff,1992-10-03,1992-10-03
213065,Aris,Zweizig,Senior Staff,1992-10-09,1992-10-09
213090,Aleksandar,Sudkamp,Senior Staff,2000-03-27,2000-03-27
213275,Chenxi,Sankaranarayanan,Senior Staff,2000-11-25,2000-11-25
213305,Takahira,Farris,Staff,1995-06-06,9999-01-01
213353,Diederik,Gecsel,Senior Staff,1995-03-23,1995-03-23
213357,Collette,Businaro,Engineer,1997-07-07,9999-01-01
213401,Branimir,Gulak,Technique Leader,1998-06-13,9999-01-01
213407,Gino,Mandell,Senior Staff,1996-11-13,1996-11-13
213426,Demin,Lenart,Senior Staff,1991-04-28,1991-04-28
213480,Dinah,Srimani,Senior Staff,1994-12-28,1994-12-28
213482,Huei,Chaudhury,Senior Staff,1987-11-26,9999-01-01
213558,Vidya,Gunderson,Senior Engineer,1995-03-28,1995-03-28
213623,Valeri,Hambrick,Senior Engineer,1995-08-31,1995-08-31
213631,Yongmin,Beilner,Engineer,1996-01-11,1996-01-11
213647,Douadi,Sethi,Senior Staff,1988-07-11,9999-01-01
213756,Jaideep,Awdeh,Senior Staff,2000-09-04,2000-09-04
213779,Shooichi,Improta,Staff,1998-03-04,9999-01-01
213801,Aruna,Alameldin,Senior Staff,1997-03-12,1997-03-12
213810,Chuanti,Sommen,Senior Staff,1986-03-01,9999-01-01
213823,Shih,Lorho,Senior Engineer,1999-12-02,1999-12-02
213826,Subhash,Chenoweth,Engineer,1994-09-06,1994-09-06
213834,Shuji,Impagliazzo,Senior Staff,1995-08-28,1995-08-28
213839,Danny,Kakkar,Senior Staff,1997-11-25,1997-11-25
213843,Chaoyi,Plump,Senior Staff,1994-07-19,1994-07-19
213863,Nimmagadda,Saoudi,Senior Engineer,1991-08-23,1991-08-23
213904,Mari,Kropatsch,Senior Staff,1997-12-08,1997-12-08
213955,Gianluca,Shackel,Senior Staff,1986-04-21,9999-01-01
213976,Leah,Sidou,Senior Engineer,1991-08-17,1991-08-17
214252,Katsuo,Granlund,Senior Staff,1990-08-29,1990-08-29
214261,Terresa,Munch,Senior Engineer,1994-12-07,1994-12-07
214302,Xiadong,Siegrist,Technique Leader,1996-10-21,9999-01-01
214311,Bodh,Potthoff,Senior Staff,1985-10-04,9999-01-01
214385,Mechthild,Yemenis,Senior Staff,1995-04-23,1995-04-23
214394,Faiza,DeMori,Senior Staff,1995-02-24,1995-02-24
214401,Jiakeng,Sanella,Senior Staff,1997-07-30,1997-07-30
214414,Xuedong,Koyama,Senior Engineer,1988-03-27,9999-01-01
214491,Ulf,Cromarty,Senior Engineer,1998-03-23,1998-03-23
214522,Otmar,Flanders,Senior Engineer,1997-05-10,1997-05-10
214535,Sampalli,Demir,Senior Engineer,1995-07-11,1995-07-11
214556,Yinghua,Tagansky,Senior Staff,1993-04-03,9999-01-01
214591,Mohua,Luders,Staff,1998-08-18,9999-01-01
214616,Phillip,Paciorek,Engineer,1997-02-24,9999-01-01
214622,Shaw,Peha,Staff,1997-10-06,9999-01-01
214706,Marlo,Kitai,Senior Staff,1997-12-10,1997-12-10
214716,Hironobu,Makrucki,Senior Staff,1988-10-17,9999-01-01
214746,Mohan,Ishibashi,Senior Staff,1993-01-01,1993-01-01
214765,Jongsuk,Keustermans,Senior Staff,1999-12-10,9999-01-01
214779,Denis,Nitsche,Senior Staff,1996-09-21,1996-09-21
214812,Marl,Nannarelli,Staff,1997-01-27,9999-01-01
214862,Ziva,Basagni,Senior Staff,1993-02-09,1993-02-09
214876,Shuho,Domenig,Senior Staff,1994-05-04,1994-05-04
214954,Marko,Mandell,Senior Engineer,1998-12-18,1992-12-18
214955,Yunming,Puppo,Senior Staff,1994-06-09,1994-06-09
214973,Susanta,Conde,Senior Engineer,1993-11-18,9999-01-01
214984,Tomofumi,Yurov,Senior Staff,1992-11-13,1992-11-13
215021,Horward,Staylopatis,Senior Engineer,1992-03-25,1992-03-25
215029,Basant,Brender,Senior Staff,1993-04-20,1993-04-20
215102,Horward,Puoti,Senior Staff,1996-07-17,9999-01-01
215218,Shiv,Cappello,Staff,1998-10-15,9999-01-01
215244,Duangkaew,Farrow,Senior Engineer,1992-11-15,9999-01-01
215247,Tonny,Hellwagner,Senior Staff,1998-02-01,1998-02-01
215248,Dmitri,Sinicrope,Senior Engineer,1993-05-04,1993-05-04
215285,Kazuhira,Osgood,Staff,1999-07-30,9999-01-01
215291,Haldun,Raoux,Engineer,2000-11-11,2000-11-11
215310,Sampalli,Dalton,Engineer,2001-08-25,2001-08-25
215335,Shuky,Kalafatis,Senior Staff,1996-02-11,1996-02-11
215371,Yahiko,Chinin,Senior Staff,1993-05-29,1993-05-29
215374,Hatim,Szilard,Senior Engineer,1993-04-16,1993-04-16
215379,Martina,Muntz,Senior Engineer,1996-08-11,1996-08-11
215383,Xuejun,Kushner,Senior Staff,1996-03-05,1996-03-05
215402,Sanjiv,Prochazka,Staff,2000-01-01,9999-01-01
215471,Nechama,Dehkordi,Senior Engineer,1990-02-25,1990-02-25
215499,Boriana,Cherinka,Senior Engineer,1994-05-04,1994-05-04
215567,Gennady,Bernick,Senior Staff,1998-06-30,1998-06-30
215648,Jeanna,Jahnichen,Senior Engineer,1994-06-24,1994-06-24
215656,Shawna,Sankaranarayanan,Senior Staff,1993-10-25,1993-10-25
215726,Khosrow,Michaels,Senior Staff,1987-08-08,9999-01-01
215734,Gina,Bahi,Technique Leader,1986-04-30,9999-01-01
215831,Halsur,Ferriere,Senior Engineer,1993-08-21,1993-08-21
215848,Arnd,Chenoweth,Senior Staff,1992-09-04,1992-09-04
215924,Bojan,Rotem,Senior Staff,1992-10-16,1992-10-16
215966,Kayoko,Angot,Senior Engineer,1999-09-25,1993-09-25
216020,Taiji,Gurbaxani,Senior Engineer,1992-08-14,1992-08-14
